Step,Loss_LR0.1,Loss_LR0.01,Loss_LR0.001,Loss_LR0.0001
48601,2.79757750831777E-05,0.001840196899138,0.063340038061142,0.300581067800522
49201,5.60140415473143E-06,0.006531493738294,0.058065805584192,0.437093138694763
49801,9.65556027949788E-05,0.001599159673788,0.042314916849136,0.508663773536682
50401,0.000141522701597,0.001225374522619,0.132727682590485,0.245893269777298
51001,7.94240713730687E-06,0.008856219239533,0.025963913649321,0.39847931265831
51601,1.75034037965816E-05,0.061341479420662,0.061145711690188,0.261777281761169
52201,8.22784568299539E-06,0.004567126743495,0.05878846347332,0.408458262681961
52801,3.48088974533312E-07,0.002212491352111,0.051263853907585,0.321672677993774
53401,2.85750411421759E-05,0.004181757103652,0.061232093721628,0.229159966111183
54001,2.40694407693809E-05,0.007068429607898,0.056515589356423,0.378532499074936
54601,9.71921908785589E-05,0.003336942289025,0.100536800920963,0.38186240196228
55201,3.28137830365449E-05,0.005559712648392,0.059576973319054,0.30006867647171
55801,1.33878693304723E-05,0.004652926698327,0.041441269218922,0.395208448171616
56401,3.48409157595597E-05,0.004229740705341,0.126221299171448,0.51523095369339
57001,8.80539009813219E-05,0.00226737302728,0.028010588139296,0.244886472821236
57601,4.68484216753495E-07,0.000891288451385,0.078832134604454,0.324734508991241
58201,6.67581161906128E-06,0.023342411965132,0.091919519007206,0.276234269142151
58801,4.32989982073195E-05,0.001851013163105,0.030832961201668,0.284312278032303
59401,2.52901954809204E-05,0.00598318874836,0.068217560648918,0.322484940290451
